property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
house,malibu towne,sector 47,1.15,4646.46,2475.0,Plot area 275(25.55 sq.m.),3,3,3,2.0,North-East,Old Property,,275.0,,0,0,0,0,0,1,33,825.0
house,independent,sector 43,8.5,31481.48,2700.0,Plot area 300(250.84 sq.m.),5,5,3,3.0,West,Moderately Old,,300.0,,0,1,0,0,0,1,113,540.0
flat,signature global park,sohna road,0.9,8035.71,1120.0,Super Built up area 1120(104.05 sq.m.),3,2,2,2.0,South,Under Construction,1120.0,,,0,0,0,0,0,0,144,373.3333333333333
house,independent,sector 39,0.34,7555.56,450.0,Built Up area: 450 (41.81 sq.m.),1,1,1,1.0,,Undefined,,450.0,,0,0,0,0,0,0,0,450.0
flat,godrej,sector 33,0.95,6859.21,1385.0,Super Built up area 1385(128.67 sq.m.),2,2,3+,3.0,South-East,Under Construction,1385.0,,,0,0,0,0,0,0,0,692.5
flat,guru gram haryana cghs,sector 56,1.38,7225.13,1910.0,Built Up area: 1910 (177.44 sq.m.),3,3,3,5.0,North,Moderately Old,,1910.0,,1,0,0,0,0,1,134,636.6666666666666
flat,viridian the plaza 106,sector 106,0.39,5571.43,700.0,Super Built up area 700(65.03 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),1,1,1,7.0,East,Relatively New,700.0,,450.0,0,0,0,0,0,0,130,700.0
flat,breez global heights,sohna road,0.46,6478.87,710.0,Carpet area: 710 (65.96 sq.m.),2,2,2,6.0,East,Relatively New,,,710.0,0,0,0,0,0,2,49,355.0
house,eros rosewood villas,sector 49,2.5,13513.51,1850.0,Plot area 1530(142.14 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3,3,2,2.0,East,Moderately Old,,1900.0,1850.0,0,0,1,1,0,0,59,616.6666666666666
flat,shapoorji pallonji joyville gurugram,sector 102,1.95,10529.16,1852.0,Super Built up area 1852(172.06 sq.m.),3,3,3,10.0,North-East,Relatively New,1852.0,,,0,0,0,0,0,0,59,617.3333333333334
flat,signature global solera 2,sector 107,0.37,6678.7,554.0,Carpet area: 553.85 (51.45 sq.m.),2,2,2,9.0,,New Property,,,553.802655,0,0,0,0,0,0,23,277.0
flat,ashiana anmol,sohna road,0.9,7058.82,1275.0,Built Up area: 1275 (118.45 sq.m.)Carpet area: 1039 sq.ft. (96.53 sq.m.),2,2,2,8.0,,Undefined,,1275.0,1039.0,0,0,0,0,0,0,0,637.5
house,independent,sector 39,15.0,33333.33,4500.0,Plot area 500(418.06 sq.m.),5,5,3+,4.0,,Moderately Old,,500.0,,0,1,0,0,0,1,27,900.0
flat,ireo victory valley,sector 67,3.05,16266.67,1875.0,Super Built up area 2385(221.57 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 1875 sq.ft. (174.19 sq.m.),3,4,2,35.0,South-West,Relatively New,2385.0,2200.0,1875.0,1,1,0,0,0,1,165,625.0
flat,godrej nature plus,sector 33,1.1,7971.01,1380.0,Carpet area: 1380 (128.21 sq.m.),2,2,2,14.0,North,Undefined,,,1380.0,0,0,0,0,0,0,56,690.0
flat,signature global park,sohna road,0.79,7308.05,1081.0,Super Built up area 1081(100.43 sq.m.),3,2,3+,4.0,,Under Construction,1081.0,,,0,0,0,0,0,0,109,360.3333333333333
flat,allure homes,sector 12,0.72,7272.73,990.0,Carpet area: 990 (91.97 sq.m.),2,2,1,2.0,,Relatively New,,,990.0,0,0,0,0,1,1,16,495.0
flat,ireo skyon,sector 60,3.7,13214.29,2800.0,Super Built up area 2800(260.13 sq.m.),4,5,3,10.0,South,Relatively New,2800.0,,,0,1,0,0,0,1,165,700.0
flat,sare homes,sector 92,0.56,4729.73,1184.0,Carpet area: 1184 (110 sq.m.),3,1,3,1.0,East,Moderately Old,,,1184.0,0,0,0,0,0,1,75,394.6666666666667
flat,ss the leaf,sector 85,1.2,7317.07,1640.0,Super Built up area 1640(152.36 sq.m.),2,2,3,12.0,South,Relatively New,1640.0,,,0,0,0,0,0,1,157,820.0
house,vatika signature villas,sector 82,3.2,14349.78,2230.0,Plot area 2160(200.67 sq.m.),3,4,3,1.0,,New Property,,2160.0,,1,1,1,1,0,0,66,743.3333333333334
flat,shapoorji pallonji joyville gurugram,sector 102,1.35,9933.77,1359.0,Super Built up area 1359(126.26 sq.m.),2,2,2,9.0,North-East,Relatively New,1359.0,,,0,0,0,0,0,0,100,679.5
flat,dlf royalton tower,sector 43,6.5,20687.46,3142.0,Super Built up area 2997(278.43 sq.m.),4,4,3+,9.0,,Moderately Old,2997.0,,,0,1,0,0,0,0,7,785.5
flat,vatika gurgaon,sector 83,1.1,6050.61,1818.0,Super Built up area 1735(161.19 sq.m.),3,3,3,12.0,North,Relatively New,1735.0,,,0,1,0,0,0,1,66,606.0
house,unitech espace,sector 50,11.5,35493.83,3240.0,Built Up area: 3240 (301.01 sq.m.),5,6,0,1.0,North-West,Undefined,,3240.0,,0,0,0,0,0,0,0,648.0
flat,m3m skycity,sector 65,1.8,13698.63,1314.0,Carpet area: 1310 (121.7 sq.m.),2,2,3,13.0,,New Property,,,1310.0,0,0,0,0,0,0,73,657.0
flat,la vida by tata housing,sector 113,3.72,13984.96,2660.0,Carpet area: 2660 (247.12 sq.m.),5,4,3+,0.0,,New Property,,,2660.0,0,0,0,1,0,2,44,532.0
flat,breez global heights,sohna road,0.46,4842.11,950.0,Super Built up area 950(88.26 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2,2,2,4.0,North-East,Relatively New,950.0,800.0,700.0,0,0,0,0,0,2,93,475.0
flat,hero homes,sector 104,1.9,11249.26,1689.0,Super Built up area 1689(156.91 sq.m.)Carpet area: 1082 sq.ft. (100.52 sq.m.),3,3,3,16.0,,Under Construction,1689.0,,1082.0,0,0,0,1,0,1,103,563.0
flat,umang winter hills,sector 77,0.75,5588.67,1342.0,Super Built up area 1342(124.68 sq.m.)Built Up area: 1180 sq.ft. (109.63 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),2,2,2,7.0,North-East,Relatively New,1342.0,1180.0,1050.0,0,0,0,0,0,1,174,671.0
house,independent,sector 48,8.4,25925.93,3240.0,Plot area 360(301.01 sq.m.),4,4,3,2.0,,Old Property,,360.0,,0,1,0,1,0,1,15,810.0
flat,pyramid elite,sector 86,0.45,7745.27,581.0,Carpet area: 581.41 (54.01 sq.m.),2,2,1,4.0,,Under Construction,,,581.3582389999999,0,0,0,0,0,0,66,290.5
flat,dlf regal gardens,sector 90,2.05,8999.12,2278.0,Super Built up area 2215(205.78 sq.m.),4,4,3+,5.0,,Relatively New,2215.0,,,0,0,0,0,0,1,49,569.5
flat,alpha corp gurgaonone,sector 84,1.49,7590.42,1963.0,Super Built up area 1963(182.37 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,3,3,6.0,South-East,Relatively New,1963.0,,1700.0,0,1,0,0,0,0,28,654.3333333333334
flat,m3m capital,sector 113,2.57,15575.76,1650.0,Built Up area: 2060 (191.38 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4,5,3+,25.0,East,Under Construction,,2060.0,1650.0,1,0,0,0,0,1,79,412.5
house,independent,sector 54,3.75,26041.67,1440.0,Plot area 160(14.86 sq.m.),4,4,3,3.0,East,Moderately Old,,160.0,,0,1,0,0,0,1,13,360.0
flat,vatika gurgaon,sector 83,1.05,7000.0,1500.0,Super Built up area 1735(161.19 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,3,3.0,South-West,Relatively New,1735.0,,1500.0,0,0,1,0,0,0,79,500.0
house,tata primanti,sector 72,8.6,12285.71,7000.0,Built Up area: 7000 (650.32 sq.m.),4,5,3+,3.0,,Relatively New,,7000.0,,0,0,0,0,0,1,30,1750.0
flat,pyramid urban homes 2,sector 86,0.5,8319.47,601.0,Carpet area: 601 (55.83 sq.m.),2,2,1,2.0,East,Relatively New,,,601.0,0,0,0,0,0,0,35,300.5
flat,tata primanti,sector 72,6.75,19285.71,3500.0,Super Built up area 4250(394.84 sq.m.)Built Up area: 4000 sq.ft. (371.61 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4,4,3+,0.0,North-East,New Property,4250.0,4000.0,3500.0,0,1,0,0,0,1,174,875.0
house,huda sector-56 gurgaon,sector 56,3.6,24844.72,1449.0,Plot area 161(134.62 sq.m.),5,5,3+,3.0,North-East,Moderately Old,,161.0,,0,0,0,0,1,0,47,289.8
flat,m3m heights,sector 65,2.29,15980.46,1433.0,Carpet area: 1433 (133.13 sq.m.),2,2,3,8.0,,Under Construction,,,1433.0,1,0,0,0,0,0,15,716.5
flat,paras dews,sector 106,0.97,8818.18,1100.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,3,6.0,North-East,New Property,1385.0,1200.0,1100.0,0,0,0,1,0,1,174,550.0
flat,indiabulls centrum park,sector 103,1.01,8080.0,1250.0,Super Built up area 1423(132.2 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2,2,3,5.0,West,Relatively New,1423.0,,1250.0,0,0,1,0,0,1,165,625.0
flat,emaar gurgaon greens,sector 102,1.55,9393.94,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,4,3,7.0,North,Relatively New,1650.0,,1022.58,0,1,0,0,0,1,152,550.0
flat,raheja sampada,sector 92,0.7,4452.93,1572.0,Built Up area: 1572 (146.04 sq.m.),3,3,0,7.0,,Undefined,,1572.0,,0,0,0,0,0,0,0,524.0
flat,spaze privy,sector 72,1.9,9620.25,1975.0,Super Built up area 1975(183.48 sq.m.),3,3,3,10.0,,Moderately Old,1975.0,,,0,1,0,0,0,1,31,658.3333333333334
flat,godrej nature plus,sector 33,1.15,11557.79,995.0,Carpet area: 92.44,2,2,2,15.0,,Under Construction,,,92.44,0,0,0,0,0,0,38,497.5
flat,signature global city 37d ph 2,sector 37d,1.1,8148.15,1350.0,Carpet area: 1350 (125.42 sq.m.),3,3,1,2.0,North,Under Construction,,,1350.0,0,0,0,1,0,0,30,450.0
house,independent,sector 2,5.6,17283.95,3240.0,Plot area 360(301.01 sq.m.),8,6,3+,,South-West,Moderately Old,,360.0,,1,1,1,1,0,0,0,405.0
flat,godrej habitat,sector 3,1.3,9002.77,1444.0,Carpet area: 1444 (134.15 sq.m.),2,2,2,6.0,,Under Construction,,,1444.0,0,0,0,0,0,0,36,722.0
flat,adani m2k oyster grande,sector 102,2.5,7817.39,3198.0,Super Built up area 3198(297.1 sq.m.),4,5,3+,5.0,South,Relatively New,3198.0,,,0,1,0,0,0,0,76,799.5
house,independent,sector 14,4.6,20444.44,2250.0,Built Up area: 2250 (209.03 sq.m.),1,1,0,1.0,,Undefined,,2250.0,,0,0,0,0,0,0,0,2250.0
flat,adani m2k oyster grande,sector 102,1.9,14074.07,1350.0,Super Built up area 1889(175.49 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,4,3,21.0,,Relatively New,1889.0,,1350.0,0,1,0,0,0,0,60,450.0
flat,bptp terra,sector 37d,1.75,7987.22,2191.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,4,3,7.0,West,Relatively New,2191.0,2100.0,1800.0,0,0,0,0,1,1,120,547.75
flat,uphaar homes,sector 105,0.45,4736.84,950.0,Carpet area: 950 (88.26 sq.m.),3,2,1,1.0,,Relatively New,,,950.0,0,0,0,0,0,1,44,316.6666666666667
flat,indiabulls centrum park,sector 103,2.2,7652.17,2875.0,Super Built up area 2875(267.1 sq.m.),4,6,3+,4.0,North-East,Relatively New,2875.0,,,0,1,0,0,0,1,108,718.75
house,dlf city plots phase 2,sector 25,10.5,29021.56,3618.0,Plot area 402(37.35 sq.m.),4,4,2,2.0,East,Old Property,,402.0,,0,1,0,1,0,1,91,904.5
flat,m3m woodshire,sector 107,1.32,6330.94,2085.0,Super Built up area 1943(180.51 sq.m.),3,3,3,10.0,East,Relatively New,1943.0,,,0,0,0,0,0,0,117,695.0
house,vipul tatvam villa,sector 48,8.5,26234.57,3240.0,Plot area 360(301.01 sq.m.),4,6,3,3.0,North,Old Property,,360.0,,0,1,0,1,1,0,49,810.0
flat,signature andour heights,sector 71,0.6,10000.0,600.0,Super Built up area 600(55.74 sq.m.)Carpet area: 514 sq.ft. (47.75 sq.m.),2,2,1,5.0,South-West,Relatively New,600.0,,514.0,0,0,0,1,0,0,59,300.0
house,independent,sector 17b,8.5,18813.63,4518.0,Plot area 502(419.74 sq.m.)Built Up area: 500 sq.yards (418.06 sq.m.)Carpet area: 400 sq.yards (334.45 sq.m.),4,4,2,2.0,West,Old Property,,500.0,400.0,1,1,0,1,0,1,21,1129.5
flat,shapoorji pallonji joyville gurugram,sector 102,1.2,14563.11,824.0,Super Built up area 1359(126.26 sq.m.)Carpet area: 824 sq.ft. (76.55 sq.m.),2,2,3,0.0,North-East,Relatively New,1359.0,,824.0,0,0,0,0,0,0,49,412.0
flat,tulip violet,sector 69,1.95,9701.49,2010.0,Super Built up area 2010(186.74 sq.m.),4,4,2,0.0,West,Relatively New,2010.0,,,0,0,0,0,0,0,157,502.5
flat,ss the leaf,sector 85,1.25,7179.78,1741.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1730 sq.ft. (160.72 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),2,2,3,10.0,South-East,Relatively New,1741.0,1730.0,1720.0,0,0,0,0,0,0,49,870.5
house,independent,sector 55,3.55,24499.65,1449.0,Plot area 161(134.62 sq.m.),4,4,3+,2.0,,Old Property,,161.0,,0,0,0,0,0,1,27,362.25
flat,ashiana mulberry,sohna road,0.74,6016.26,1230.0,Carpet area: 1230 (114.27 sq.m.),2,2,3+,12.0,,Relatively New,,,1230.0,0,0,0,0,0,0,71,615.0
house,independent,sector 24,6.5,22855.13,2844.0,Plot area 316(264.22 sq.m.),4,4,2,2.0,,Old Property,,316.0,,0,0,0,1,0,0,35,711.0
flat,signature global city,sector 37d,1.1,8494.21,1295.0,Carpet area: 1295 (120.31 sq.m.),3,3,2,2.0,North,Under Construction,,,1295.0,0,0,0,0,0,0,36,431.6666666666667
flat,baani city center,sector 63,0.88,10945.27,804.0,Built Up area: 804 (74.69 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),1,1,2,4.0,,Undefined,,804.0,600.0,0,0,0,0,0,0,0,804.0
flat,pivotal devaan,sector 84,0.35,7246.38,483.0,Carpet area: 483 (44.87 sq.m.),2,2,2,4.0,East,Relatively New,,,483.0,0,0,0,0,0,0,37,241.5
flat,m3m skycity,sector 65,2.1,16030.53,1310.0,Super Built up area 1310(121.7 sq.m.),2,2,2,43.0,,New Property,1310.0,,,0,0,0,0,0,0,127,655.0
flat,chd avenue,sector 71,1.3,5531.91,2350.0,Super Built up area 2350(218.32 sq.m.),4,4,3,5.0,North-East,Moderately Old,2350.0,,,0,1,0,0,0,0,126,587.5
house,eros rosewood villas,sector 49,2.75,19841.27,1386.0,Plot area 154(14.31 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,3,1,2.0,North-West,Old Property,,,1650.0,0,0,0,0,1,1,80,462.0
flat,paras dews,sector 106,1.35,8940.4,1510.0,Carpet area: 1510 (140.28 sq.m.),4,3,3,19.0,,Old Property,,,1510.0,0,1,0,0,0,0,112,377.5
house,independent,sector 41,9.0,27777.78,3240.0,Plot area 360(301.01 sq.m.),8,5,3+,3.0,,Old Property,,360.0,,0,1,1,1,0,1,26,405.0
flat,shree vardhman flora,sector 90,0.65,4961.83,1310.0,Super Built up area 1300(120.77 sq.m.)Built Up area: 1225 sq.ft. (113.81 sq.m.)Carpet area: 1075 sq.ft. (99.87 sq.m.),2,2,3,11.0,North-West,Relatively New,1300.0,1225.0,1075.0,1,0,0,0,0,1,49,655.0
flat,suncity avenue 76,sector 76,0.75,10204.08,735.0,Super Built up area 735(68.28 sq.m.),2,2,2,11.0,,Under Construction,735.0,,,0,0,0,0,0,0,57,367.5
house,independent,sector 4,0.4,8888.89,450.0,Plot area 50(41.81 sq.m.),1,1,0,1.0,,Moderately Old,,50.0,,0,0,0,0,0,0,0,450.0
house,independent,sector 41,7.25,29292.93,2475.0,Plot area 275(229.94 sq.m.),9,8,3,4.0,South-West,Old Property,,275.0,,0,1,0,0,0,1,94,275.0
flat,ambience creacions,sector 22,3.5,19444.44,1800.0,Carpet area: 1800 (167.23 sq.m.),3,4,3+,8.0,East,New Property,,,1800.0,0,1,0,0,0,1,57,600.0
flat,paras dews,sector 106,1.35,7297.3,1850.0,Super Built up area 2355(218.79 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),4,4,3+,18.0,North-East,Relatively New,2355.0,2100.0,1850.0,0,1,0,1,0,1,174,462.5
flat,shree vardhman victoria,sector 70,1.63,8358.97,1950.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,3,3,5.0,East,New Property,1950.0,,1161.0,0,1,0,0,1,0,49,650.0
flat,ambience creacions,sector 22,2.4,17391.3,1380.0,Super Built up area 1380(128.21 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,2,8.0,South-East,Relatively New,1380.0,1200.0,900.0,0,0,0,0,1,2,112,690.0
flat,ats triumph,sector 104,1.73,7554.59,2290.0,Super Built up area 2290(212.75 sq.m.),3,4,3+,15.0,North-East,Relatively New,2290.0,,,0,1,0,0,0,0,159,763.3333333333334
flat,tulip ivory,sector 70,2.0,8333.33,2400.0,Super Built up area 2400(222.97 sq.m.),4,5,3+,2.0,South-East,Relatively New,2400.0,,,0,1,0,0,0,1,49,600.0
flat,suncity platinum towers,sector 28,7.0,22222.22,3150.0,Super Built up area 3150(292.64 sq.m.)Carpet area: 1913 sq.ft. (177.72 sq.m.),4,3,2,10.0,North,Moderately Old,3150.0,,1913.0,0,1,0,0,0,0,31,787.5
flat,godrej habitat,sector 3,1.2,8310.25,1444.0,Super Built up area 1444(134.15 sq.m.),2,2,3,0.0,,Under Construction,1444.0,,,0,0,0,0,0,0,60,722.0
flat,m3m merlin,sector 67,2.98,14557.89,2047.0,Super Built up area 2047(190.17 sq.m.),3,3,3,0.0,North,Relatively New,2047.0,,,0,0,0,0,1,1,49,682.3333333333334
house,independent,sector 109,1.55,6567.8,2360.0,Built Up area: 2360 (219.25 sq.m.),3,2,0,1.0,,Undefined,,2360.0,,0,0,0,0,0,0,0,786.6666666666666
flat,pioneer urban presidia,sector 62,6.5,14987.32,4337.0,Super Built up area 4337(402.92 sq.m.),4,4,3+,3.0,West,Moderately Old,4337.0,,,1,0,0,0,0,0,86,1084.25
flat,emaar mgf emerald floors premier,sector 65,2.77,14025.32,1975.0,Carpet area: 1975 (183.48 sq.m.),4,4,3+,3.0,North-East,Relatively New,,,1975.0,1,1,0,0,0,2,174,493.75
house,vipul tatvam villa,sector 48,6.4,24691.36,2592.0,Plot area 288(240.8 sq.m.)Built Up area: 240 sq.yards (200.67 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),3,4,3,2.0,North,Relatively New,,240.0,200.0,1,1,1,0,0,1,148,864.0
flat,vatika gurgaon,sector 83,1.19,7437.5,1600.0,Carpet area: 1600 (148.64 sq.m.),3,3,2,10.0,South,Relatively New,,,1600.0,0,1,0,0,0,1,35,533.3333333333334
house,independent,sector 3,3.5,9210.53,3800.0,Built Up area: 3800 (353.03 sq.m.),1,1,0,1.0,,Undefined,,3800.0,,0,0,0,0,0,0,0,3800.0
flat,signature global city 37d ph 2,sector 37d,1.36,8848.41,1537.0,Built Up area: 1535 (142.61 sq.m.),3,3,3,1.0,North-East,Under Construction,,1535.0,,0,0,0,1,1,0,37,512.3333333333334
flat,tulip violet,sector 69,1.4,8928.57,1568.0,Super Built up area 1568(145.67 sq.m.),3,3,1,12.0,North,Relatively New,1568.0,,,0,0,0,0,0,0,157,522.6666666666666
flat,parsvnath green ville,sector 48,1.6,8376.96,1910.0,Super Built up area 1910(177.44 sq.m.)Built Up area: 1895 sq.ft. (176.05 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3+,8.0,North,Old Property,1910.0,1895.0,1800.0,0,0,0,0,1,1,49,636.6666666666666
flat,umang winter hills,sector 77,0.86,6408.35,1342.0,Super Built up area 1342(124.68 sq.m.),2,2,2,16.0,,New Property,1342.0,,,0,0,0,0,0,1,79,671.0
flat,ats triumph,sector 104,1.75,7641.92,2290.0,Super Built up area 2290(212.75 sq.m.),3,4,3+,11.0,South-East,Relatively New,2290.0,,,0,1,0,0,0,0,110,763.3333333333334
house,independent,new sector 2,1.0,8795.07,1137.0,Plot area 120(100.34 sq.m.)Built Up area: 120 sq.yards (100.34 sq.m.)Carpet area: 100 sq.yards (83.61 sq.m.),3,2,2,1.0,North,Old Property,,120.0,100.0,0,0,0,1,0,0,0,379.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.99,20664.59,963.0,Super Built up area 1349(125.33 sq.m.)Carpet area: 963 sq.ft. (89.47 sq.m.),2,2,2,14.0,South,New Property,1349.0,,963.0,0,0,0,0,0,0,152,481.5
flat,vipul lavanya,sector 81,1.0,8000.0,1250.0,Super Built up area 1250(116.13 sq.m.),2,2,2,7.0,,Relatively New,1250.0,,,0,0,0,0,0,0,31,625.0
flat,rof ananda,sector 95,0.37,5745.34,644.0,Carpet area: 644.12 (59.84 sq.m.),3,2,1,6.0,South-East,Relatively New,,,644.111776,0,0,0,1,0,1,72,214.66666666666666
flat,m3m soulitude,sector 89,1.28,8827.59,1450.0,Carpet area: 1450 (134.71 sq.m.),3,3,2,4.0,,Under Construction,,,1450.0,1,0,0,0,0,0,114,483.3333333333333
flat,vipul lavanya,sector 81,0.64,5263.16,1216.0,Carpet area: 1225 (113.81 sq.m.),2,2,3,12.0,East,Relatively New,,,1225.0,0,0,0,0,0,1,93,608.0
flat,ats tourmaline,sector 109,1.5,8571.43,1750.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1466 sq.ft. (136.2 sq.m.),3,3,3+,7.0,North-East,Relatively New,1750.0,1466.0,,0,0,0,0,0,0,165,583.3333333333334
flat,tulip violet,sector 69,3.1,9822.56,3156.0,Super Built up area 3156(293.2 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),4,6,3+,14.0,North,Relatively New,3156.0,,2500.0,0,1,0,1,0,0,174,789.0
flat,sare homes,sector 92,0.58,4098.94,1415.0,Super Built up area 1415(131.46 sq.m.),3,3,3,3.0,North-East,New Property,1415.0,,,0,0,0,0,0,0,54,471.6666666666667
house,naman residency,sector 4,0.5,11111.11,450.0,Plot area 450(41.81 sq.m.),2,2,2,2.0,West,New Property,,450.0,,1,1,0,1,1,0,14,225.0
flat,orchid petals,sector 49,2.09,11578.95,1805.0,Super Built up area 1805(167.69 sq.m.),3,3,3,0.0,South,Relatively New,1805.0,,,0,0,0,0,0,0,49,601.6666666666666
house,uppal southend,sector 49,3.75,25562.37,1467.0,Plot area 163(136.29 sq.m.),2,6,3,3.0,East,Moderately Old,,163.0,,0,0,0,0,1,0,49,733.5
house,independent,sector 25,4.31,31925.93,1350.0,Plot area 150(125.42 sq.m.),5,4,3,3.0,North,Old Property,,150.0,,0,0,0,0,0,0,40,270.0
flat,suncity vatsal valley,gwal pahari,1.0,13333.33,750.0,Carpet area: 750 (69.68 sq.m.),2,2,2,3.0,,New Property,,,750.0,0,0,0,0,0,1,13,375.0
flat,lotus homz,sector 111,0.6,8450.7,710.0,Carpet area: 710 (65.96 sq.m.),2,2,3,9.0,East,New Property,,,710.0,0,0,0,0,0,0,52,355.0
flat,bestech park view ananda,sector 81,0.87,7952.47,1094.0,Super Built up area 1360(126.35 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1094 sq.ft. (101.64 sq.m.),2,2,3,8.0,West,Relatively New,1360.0,1300.0,1094.0,0,0,0,0,0,1,95,547.0
flat,shree vardhman victoria,sector 70,1.07,7925.93,1350.0,Super Built up area 1350(125.42 sq.m.),2,2,3,8.0,North,Relatively New,1350.0,,,1,0,0,0,0,0,108,675.0
house,unitech south city,sector 50,5.88,27222.22,2160.0,Plot area 240(200.67 sq.m.),3,9,3+,3.0,East,Relatively New,,240.0,,1,1,0,1,1,2,128,720.0
flat,pyramid urban homes 2,sector 86,0.5,9689.92,516.0,Carpet area: 515.57 (47.9 sq.m.),2,2,2,6.0,,Old Property,,,515.5908099999999,0,0,0,0,0,0,15,258.0
flat,m3m woodshire,sector 107,0.9,6588.58,1366.0,Super Built up area 1366(126.91 sq.m.),2,2,3+,4.0,,Relatively New,1366.0,,,0,0,0,0,0,0,21,683.0
house,independent,sector 39,1.6,17937.22,892.0,Plot area 892(82.87 sq.m.),1,1,2,2.0,,Old Property,,892.0,,0,0,0,0,0,0,40,892.0
flat,emaar digihomes,sector 62,2.1,14256.62,1473.0,Super Built up area 1508.26(140.12 sq.m.),2,2,2,30.0,North,New Property,1508.26,,,0,1,0,0,0,0,52,736.5
flat,chd avenue,sector 71,0.98,6049.38,1620.0,Super Built up area 1620(150.5 sq.m.),3,3,3,0.0,South-East,Moderately Old,1620.0,,,1,0,0,0,0,0,65,540.0
flat,experion the heartsong,sector 108,0.93,6078.43,1530.0,Super Built up area 1283(119.19 sq.m.),2,3,3,10.0,East,Relatively New,1283.0,,,0,0,0,0,0,0,81,765.0
flat,ats kocoon,sector 109,2.2,10501.19,2095.0,Super Built up area 2095(194.63 sq.m.)Built Up area: 1860 sq.ft. (172.8 sq.m.),3,4,3,13.0,West,Relatively New,2095.0,1860.0,,0,1,0,0,0,0,165,698.3333333333334
flat,krrish florence estate,sector 70,1.65,7764.71,2125.0,Super Built up area 2125(197.42 sq.m.),3,4,3+,27.0,North-East,New Property,2125.0,,,1,1,0,0,0,0,81,708.3333333333334
flat,bptp astaire gardens,sector 70a,0.97,6585.2,1473.0,Super Built up area 1480(137.5 sq.m.),3,3,3+,1.0,West,Relatively New,1480.0,,,0,0,0,0,1,0,149,491.0
flat,sidhartha ncr one,sector 95,0.57,4178.89,1364.0,Built Up area: 1364 (126.72 sq.m.)Carpet area: 1232 sq.ft. (114.46 sq.m.),2,2,2,10.0,,Undefined,,1364.0,1232.0,0,0,0,0,0,0,0,682.0
flat,shree vardhman flora,sector 90,1.0,5128.21,1950.0,Super Built up area 1950(181.16 sq.m.),3,4,3,8.0,North-East,New Property,1950.0,,,0,1,0,0,0,0,95,650.0
flat,bestech park view residency,sector 110,0.98,6930.69,1414.0,Super Built up area 1415(131.46 sq.m.),2,2,3,11.0,East,Moderately Old,1415.0,,,0,0,0,0,0,0,83,707.0
flat,suncity avenue 76,sector 76,0.55,7422.4,741.0,Carpet area: 741 (68.84 sq.m.),2,2,2,9.0,North-East,Under Construction,,,741.0,0,0,0,0,0,0,26,370.5
flat,dlf new town heights,sector 86,1.27,6580.31,1930.0,Super Built up area 1930(179.3 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,4,3,19.0,South-West,Relatively New,1930.0,1800.0,1450.0,0,1,0,1,0,0,126,643.3333333333334
