property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,sbtl caladium,sector 109,1.3,6914.89,3,2,3,16.0,Moderately Old,1701.0,0,0,0,0,0,0,134
flat,bptp terra,sector 37d,1.4,7730.54,3,3,3,5.0,Relatively New,1711.0,0,0,0,0,0,1,149
house,sector 38 rwa,sector 38,4.3,28781.79,3,9,3+,3.0,Relatively New,1494.0,0,0,0,1,1,1,41
house,independent,sector 26,8.1,35294.12,5,5,2,4.0,Old Property,2295.0,0,0,0,0,0,0,42
flat,dlf new town heights,sector 90,1.25,6476.68,3,3,3+,17.0,Relatively New,1700.0,0,1,0,1,0,0,65
flat,the close north,sector 50,2.5,11944.58,3,3,3,11.0,Relatively New,1894.0,0,0,0,1,0,1,127
house,suncity township,sector 54,25.0,31110.0,4,4,3+,2.0,Moderately Old,8036.0,1,1,1,1,0,0,0
flat,ss residency,sector 12,0.53,4818.18,3,3,2,2.0,Relatively New,995.0,0,0,0,0,0,1,14
house,independent,sector 23,2.7,18620.69,5,5,2,3.0,Old Property,1450.0,0,0,0,0,0,1,17
flat,rof ananda,sector 95,0.38,5900.62,2,2,2,5.0,Relatively New,716.0,1,0,0,0,0,0,83
flat,signature global city 92,sector 92,0.78,11142.86,2,2,3,2.0,Under Construction,846.0,0,0,0,0,1,0,24
flat,ashiana mulberry,sohna road,1.07,6184.97,3,3,3+,7.0,Relatively New,1600.0,0,0,0,0,0,0,167
flat,ss the leaf,sector 85,1.3,10483.87,2,2,3+,10.0,Relatively New,1491.0,0,0,1,0,0,0,148
flat,antriksh green,sector 45,2.25,7826.09,4,4,2,9.0,Old Property,3194.0,0,1,0,0,0,2,23
house,international city by sobha phase 2,sector 109,6.2,25514.4,5,5,2,2.0,Relatively New,2430.0,0,1,0,0,0,0,135
flat,dlf the belaire,sector 54,7.0,23333.33,4,6,3+,12.0,Moderately Old,2715.0,0,1,1,1,0,1,108
flat,indiabulls centrum park,sector 103,2.45,8521.74,4,6,3,5.0,Relatively New,2602.0,0,1,0,0,0,0,38
house,independent,sohna road road,0.95,8920.19,3,10,3+,3.0,New Property,1065.0,0,0,0,0,0,0,0
house,independent,sector 57,8.31,24171.03,5,6,3+,4.0,Old Property,3438.0,1,1,1,1,0,0,34
house,unitech espace,sector 50,7.35,41761.36,4,4,3+,3.0,Moderately Old,1760.0,0,1,0,1,0,1,52
flat,conscient habitat,sector 99a,0.35,6422.02,2,2,1,3.0,Relatively New,606.0,0,0,0,0,0,0,62
house,spaze privy,sector 72,3.09,6981.47,5,5,3+,14.0,Relatively New,3653.0,0,1,0,0,0,1,33
house,bhim garh kheri,sector 3,0.75,6410.26,4,2,2,2.0,Old Property,130.0,0,0,0,0,0,0,16
flat,vatika sovereign park,sector 99,3.25,9672.62,4,4,3+,2.0,New Property,3041.0,0,1,0,0,0,0,123
flat,ireo victory valley,sector 67,2.95,12110.02,3,3,3+,14.0,Moderately Old,2236.0,0,1,0,1,0,1,165
flat,emaar mgf the palm drive,sector 66,2.99,14950.0,3,3,3,7.0,Relatively New,2000.0,0,1,0,0,0,1,49
flat,godrej oasis,sector 88a,1.15,9854.33,2,2,1,12.0,New Property,120.0,1,0,0,0,0,0,79
flat,emaar mgf emerald floors premier,sector 65,2.29,13878.79,3,4,3+,2.0,Relatively New,1833.0,1,1,0,0,0,2,174
flat,rail vihar cghs,sector 56,1.35,10384.62,3,2,2,1.0,Old Property,1275.0,0,0,0,0,1,0,159
flat,eldeco accolade,sohna road,0.72,4975.81,2,2,3+,12.0,Relatively New,1131.0,1,0,0,0,0,0,152
flat,sare green parc phase 3,sector 92,0.79,6086.29,3,2,2,15.0,New Property,1175.0,0,0,0,0,0,0,29
house,unitech uniworld resorts,sector 33,8.0,17777.78,6,5,3+,4.0,Relatively New,4500.0,0,0,0,0,0,0,0
flat,imt view society,manesar,0.95,3652.44,3,4,3,6.0,Moderately Old,2232.0,0,1,0,0,0,0,81
flat,godrej nature plus,sector 33,1.9,9849.66,3,3,3+,14.0,New Property,2143.0,0,1,0,0,0,0,96
flat,hsiidc sidco shivalik apartments,manesar,0.73,3559.24,3,3,3+,2.0,Moderately Old,1705.0,0,1,0,0,0,0,80
flat,smart world orchard,sector 61,1.65,13750.0,2,2,2,1.0,Under Construction,1333.0,1,0,0,0,0,0,16
flat,sare crescent parc royal greens phase 1,sector 92,0.5,5000.0,2,2,3,2.0,Relatively New,1000.0,0,0,0,0,0,0,0
house,independent,sector 14,5.0,22222.22,3,3,3,1.0,Moderately Old,2250.0,0,0,0,0,0,0,25
house,nul,sector 25,9.5,33403.66,9,9,3+,3.0,Old Property,2844.0,0,0,0,0,1,0,81
flat,nul,gwal pahari,0.56,6054.05,2,2,1,11.0,Old Property,1028.0,0,0,0,0,0,1,0
flat,the arzoo cghs,sector 51,2.1,9130.43,4,4,3,1.0,Relatively New,2300.0,0,0,0,0,0,0,58
flat,capital residences 360,sector 70a,1.51,7641.7,3,3,3,7.0,Relatively New,1788.0,0,1,0,0,0,0,49
flat,shapoorji pallonji joyville gurugram,sector 102,0.95,10382.51,2,2,2,14.0,Relatively New,915.0,0,0,0,0,0,0,0
house,independent,sector 8,0.82,10224.44,2,4,0,2.0,Moderately Old,891.0,0,0,0,0,0,0,0
flat,ss the leaf,sector 85,2.2,11178.86,4,5,3+,4.0,Relatively New,2390.0,0,1,0,1,0,0,174
flat,godrej,sector 79,1.47,16261.06,2,2,3,9.0,New Property,93.0,1,0,0,0,0,0,99
flat,sidhartha ncr one,sector 95,0.55,5555.56,2,2,3,15.0,New Property,990.0,0,0,0,0,0,0,0
flat,shree vardhman flora,sector 90,1.27,4951.27,4,5,2,9.0,New Property,2248.0,1,1,0,0,0,0,83
flat,tulip ivory,sector 70,2.35,9791.67,4,4,3+,10.0,Moderately Old,2667.0,0,1,0,0,0,1,65
flat,ramprastha the edge towers,sector 37d,0.98,5536.72,3,3,3+,5.0,Relatively New,1675.0,0,0,0,1,0,0,174
house,saksham welfare association,sector 22,4.7,19847.97,6,6,3+,2.0,Old Property,2368.0,0,0,1,1,0,1,106
house,vipul tatvam villa,sector 48,22.0,26666.67,5,6,3,3.0,Moderately Old,8250.0,0,1,0,0,0,0,54
flat,central park flower valley,sector 33,2.3,12777.78,4,4,3+,5.0,New Property,2000.0,0,1,0,1,0,0,42
flat,ireo victory valley,sector 67,3.5,14583.33,3,4,3,24.0,Relatively New,2490.0,0,1,0,1,0,1,149
flat,4s aradhya homes,sector 110,1.9,8861.94,4,4,3,3.0,New Property,1991.0,0,0,0,0,0,1,62
flat,dlf regency park,sector 28,2.35,13224.54,3,3,2,18.0,Old Property,1608.0,0,1,0,0,0,0,120
flat,godrej aria,sector 79,1.3,9622.5,2,4,2,3.0,Relatively New,1223.0,0,0,0,0,0,0,53
flat,experion the heartsong,sector 108,1.6,7988.02,3,4,3+,3.0,Relatively New,1500.29,0,1,0,0,0,1,60
house,madan puri,sector 7,0.75,12500.0,3,5,3,3.0,Moderately Old,600.0,0,0,0,0,0,0,0
flat,shapoorji pallonji joyville gurugram,sector 102,1.24,10205.76,2,2,2,10.0,Relatively New,1100.0,0,0,0,0,0,0,141
flat,ats kocoon,sector 109,2.15,10262.53,3,4,3,9.0,Relatively New,1896.0,0,1,0,0,0,0,97
flat,woodstock floors,sector 50,1.05,10627.53,2,2,2,2.0,Moderately Old,1098.0,0,0,0,0,0,0,53
house,bptp visionnaire,sector 70a,5.4,20689.66,4,5,3+,3.0,Relatively New,2610.0,1,1,1,1,0,1,136
flat,valley view estate,gwal pahari,0.38,6089.74,1,1,1,11.0,Moderately Old,565.0,0,0,0,0,0,0,42
flat,ss the leaf,sector 85,1.98,8256.88,3,4,3,12.0,Relatively New,2399.0,0,0,1,0,0,0,174
house,independent,sector 25,7.6,38755.74,2,9,3,4.0,Relatively New,1961.0,1,0,1,1,0,1,84
flat,corona optus,sector 37c,1.25,7090.19,3,3,3,4.0,Relatively New,1350.0,0,0,0,0,1,0,49
flat,mapsko mount ville,sector 79,1.2,8053.69,3,3,3+,24.0,Relatively New,1154.0,0,0,0,0,0,1,135
flat,shree vardhman victoria,sector 70,1.65,8461.54,3,4,3,5.0,Relatively New,1527.0,0,1,0,0,1,1,49
house,independent,sector 47,5.15,26614.99,3,9,3+,3.0,Relatively New,1935.0,0,0,1,0,0,1,75
flat,breez global heights,sohna road,0.26,6598.98,1,1,1,6.0,New Property,438.0,0,0,0,0,0,0,26
flat,sanskriti apartments,sector 43,2.5,13513.51,3,2,3,5.0,Old Property,1674.0,1,0,0,0,0,0,0
flat,cghs hewo apartments,sector 31,1.25,11574.07,2,2,2,2.0,Old Property,1200.0,0,0,0,0,0,0,28
house,independent,sector 24,3.5,32407.41,2,4,3,3.0,Old Property,1080.0,0,0,0,0,0,0,15
flat,sare petioles,sector 92,1.3,6372.55,4,4,0,7.0,Relatively New,2040.0,0,0,0,0,0,0,0
house,iffco nagar and 17b rwa,sector 17,3.5,24305.56,2,5,3,3.0,Old Property,1440.0,0,0,0,0,0,0,44
flat,valley view estate,gwal pahari,1.5,7488.77,4,4,3+,10.0,Moderately Old,1850.0,0,0,0,0,0,0,58
flat,ss the leaf,sector 85,2.0,8305.65,3,4,3,8.0,Relatively New,2179.0,0,1,0,0,0,0,21
house,independent,sector 7,1.15,8518.52,5,3,2,2.0,Old Property,150.0,0,0,0,1,0,0,15
flat,bestech park view residency,sector 2,1.4,7865.17,3,3,3+,8.0,Moderately Old,1611.0,0,0,0,0,0,0,92
flat,the close north,sector 50,2.7,10364.68,3,3,3+,6.0,Moderately Old,2400.0,0,1,0,0,0,0,174
flat,dlf the ultima,sector 81,2.35,11233.27,3,4,3+,18.0,Relatively New,1558.0,0,1,0,0,0,0,106
house,independent,sector 2,6.0,20000.0,4,4,1,2.0,Relatively New,3000.0,0,0,0,0,0,0,0
flat,signature global synera,sector 81,0.39,6500.0,2,2,2,6.0,Relatively New,667.0,0,0,0,0,0,0,37
flat,spaze privy,sector 72,1.9,9620.25,3,3,3,10.0,Relatively New,1975.0,0,0,0,0,0,0,0
house,independent,sohna road road,5.5,5093.06,3,3,3+,2.0,Moderately Old,3500.0,1,1,0,1,1,0,49
house,ireo victory valley,sector 67,8.0,22222.22,6,7,3+,51.0,Moderately Old,3600.0,1,1,0,1,0,1,49
house,independent,sector 105,0.38,8444.44,2,2,2,1.0,Moderately Old,56.0,0,0,0,0,0,0,0
flat,sidhartha ncr one,sector 95,0.56,4105.57,2,2,2,10.0,New Property,1364.0,0,0,0,0,0,0,0
flat,mapsko royale ville,sector 82,1.12,8000.0,3,4,2,6.0,Relatively New,1500.0,0,1,0,1,0,1,174
flat,eldeco accolade,sohna road,0.73,5752.56,2,2,3,9.0,Relatively New,1148.0,0,0,0,1,0,0,103
flat,ats tourmaline,sector 109,1.65,7674.42,3,3,3+,16.0,Relatively New,1946.0,0,1,0,0,0,1,49
flat,m3m merlin,sector 67,3.39,14376.59,3,4,3,14.0,Relatively New,2100.0,0,1,0,0,0,1,26
flat,experion windchants,sector 112,5.49,11584.72,4,5,3+,5.0,Relatively New,3655.35,0,1,0,0,0,1,168
flat,vatika gurgaon,sector 83,1.18,6801.15,3,3,2,14.0,Relatively New,1618.0,0,0,0,0,0,0,26
flat,m3m golfestate,sector 65,6.1,18138.57,3,3,3,19.0,Moderately Old,3027.0,1,1,0,0,0,1,174
flat,gls arawali homes,sohna road,0.27,4599.66,2,2,2,5.0,New Property,521.0,0,0,0,0,0,0,42
flat,pyramid urban,sector 67a,0.53,8967.85,2,2,1,6.0,Relatively New,657.0,0,0,0,0,1,1,49
flat,signature global park 4,sector 36,0.82,7585.57,3,2,3,2.0,New Property,1201.0,0,0,0,0,0,0,24
flat,tarc maceo,sector 91,0.89,6339.03,2,2,3+,9.0,Relatively New,1302.0,0,0,0,0,1,1,13
flat,dlf the icon,sector 43,5.25,20388.35,4,4,3,9.0,Old Property,2570.0,0,1,0,1,1,0,135
flat,m3m merlin,sector 67,3.5,14583.33,3,4,3,17.0,Relatively New,2225.0,0,1,1,0,0,1,167
flat,dlf regal gardens,sector 90,1.25,10416.67,3,3,3,18.0,Moderately Old,1437.0,0,1,0,0,0,0,100
flat,micasa sec 68,sohna road road,1.5,12244.9,2,2,3,11.0,New Property,1361.0,0,0,0,0,0,0,44
flat,unitech uniworld gardens,sector 47,2.15,10306.81,3,4,3+,10.0,Moderately Old,1950.0,0,1,0,0,0,0,49
flat,orchid petals,sector 49,2.55,12318.84,3,4,3,8.0,Relatively New,2060.0,1,0,0,0,0,1,49
flat,orris aster court premier,sector 85,1.73,6757.81,4,5,3+,8.0,Relatively New,2017.0,0,1,0,0,0,0,16
flat,mvn athens,sohna road,0.24,7058.82,1,1,1,12.0,Relatively New,378.0,0,0,0,0,0,0,66
flat,awho shanti vihar,sector 95,0.8,8888.89,2,2,3,9.0,New Property,713.0,1,0,0,0,0,0,67
flat,m3m golfestate,sector 65,7.0,18181.82,3,3,2,12.0,Moderately Old,4278.0,0,0,1,0,0,0,60
flat,piedmont taksila heights,sector 37c,0.9,5855.56,3,3,3,9.0,Moderately Old,1537.0,0,0,0,0,0,1,94
house,ansal sushant lok plots,sector 43,5.8,29974.16,6,6,3,2.0,Relatively New,1935.0,0,1,0,0,1,1,49
house,eros rosewood city,sector 49,3.75,22045.86,3,3,1,2.0,Old Property,1701.0,0,0,0,1,0,1,6
flat,emaar mgf palm hills,sector 77,1.55,7948.72,4,4,3+,2.0,Relatively New,1800.0,1,1,0,0,0,2,49
flat,adani m2k oyster grande,sector 102,2.61,10046.19,3,3,3,14.0,Relatively New,2200.0,1,1,0,0,0,0,21
flat,orris aster court premier,sector 85,1.45,6839.62,3,4,2,3.0,New Property,1616.0,0,1,0,0,0,0,16
flat,ss the leaf,sector 85,1.04,5973.58,2,3,3+,4.0,Relatively New,1576.0,0,0,1,0,0,0,113
house,dlf city plots,sector 26,18.0,39840.64,6,6,2,3.0,Old Property,4518.0,0,1,0,1,1,1,49
flat,the close south,sector 50,3.1,12444.8,3,4,3+,4.0,Moderately Old,2450.0,0,1,0,0,0,1,165
house,international city by sobha phase 2,sector 109,9.5,26388.89,7,6,3,3.0,Relatively New,3600.0,1,1,0,1,0,0,138
flat,supertech araville,sector 79,0.78,6023.17,2,2,3+,17.0,Relatively New,1172.0,0,0,0,0,0,0,24
flat,ss the leaf,sector 85,1.3,7779.77,2,2,3+,16.0,Relatively New,1406.0,0,0,1,0,0,0,148
flat,lotus homz,sector 111,0.36,8888.89,1,1,1,10.0,Relatively New,450.0,0,0,0,0,0,0,44
flat,m3m antalya hills,sector 79,1.15,7496.74,3,3,3+,1.0,Under Construction,1200.0,1,0,0,0,0,0,51
flat,eldeco accolade,sohna road,1.35,6136.36,3,3,3,2.0,New Property,2444.0,0,1,0,0,0,0,72
flat,ireo the grand arch,sector 58,2.2,16000.0,2,2,1,5.0,Relatively New,1528.0,0,0,0,1,0,1,49
flat,godrej aria,sector 79,0.95,6551.72,2,2,3,5.0,Relatively New,1611.0,0,0,0,0,0,1,174
flat,hsiidc sidco shivalik apartments,manesar,0.6,4000.0,3,2,2,5.0,Moderately Old,1277.0,0,0,0,0,0,0,80
house,eldeco mansionz,sector 48,4.95,20599.25,7,7,3+,2.0,Old Property,2403.0,1,1,1,1,0,1,145
flat,bestech park view city,sector 48,1.76,9909.91,3,3,3+,9.0,Moderately Old,1576.0,0,1,0,1,0,1,158
flat,emaar mgf emerald floors premier,sector 65,2.5,15151.52,3,3,3,3.0,Relatively New,1493.0,1,1,0,0,0,0,15
flat,vipul lavanya,sector 81,0.6,6666.67,2,2,1,0.0,Under Construction,814.0,0,0,0,0,0,0,0
flat,mahindra luminare,sector 59,5.5,18181.82,3,3,1,26.0,Under Construction,2738.0,0,1,0,0,0,0,24
flat,maruti vihar colony,sector 28,0.95,8886.81,2,1,1,1.0,Old Property,1188.0,0,0,0,0,0,0,59
flat,landmark the residency,sector 103,0.9,6666.67,2,2,2,1.0,Relatively New,1222.0,0,0,0,0,0,0,44
flat,m3m sierra 68,sector 68,1.2,9002.25,2,2,3,1.0,Relatively New,982.0,0,0,0,0,0,2,76
house,aindependentt raj estates,sector 63a,8.5,27139.21,6,6,3+,3.0,Under Construction,3132.0,0,0,1,1,0,0,29
flat,dlf new town heights,sector 91,1.65,6346.15,4,4,3+,11.0,Moderately Old,2139.0,0,1,0,0,0,0,72
flat,godrej icon,sector 88a,1.62,10018.55,3,2,3+,10.0,Relatively New,1463.0,1,0,0,0,0,2,49
flat,ramprastha primera,sector 37d,1.1,6111.11,3,3,3,6.0,Relatively New,1700.0,0,0,0,0,0,0,149
flat,shri balaji apartment,sector 12,0.35,4036.91,2,2,1,1.0,Moderately Old,737.0,0,0,0,0,0,0,23
flat,vatika gurgaon,sector 83,1.25,6313.13,3,3,2,2.0,Relatively New,1792.0,0,1,0,0,0,0,119
flat,ireo the corridors,sector 67a,2.0,11428.57,3,3,3,12.0,New Property,1584.0,1,0,0,0,0,0,38
flat,tulip violet,sector 69,1.7,8457.71,4,4,2,10.0,Relatively New,1804.0,1,1,1,1,0,0,174
house,independent,sector 26,16.0,35555.56,5,6,3,2.0,Old Property,4500.0,0,0,0,0,0,0,0
flat,dlf the belaire,sector 54,10.0,24557.96,4,5,3+,17.0,Moderately Old,3000.0,0,1,0,0,0,2,167
flat,smart world gems,sector 89,1.13,8502.63,3,3,2,4.0,Under Construction,1473.0,1,0,0,0,0,0,115
flat,ss the leaf,sector 85,1.84,7641.2,3,4,3,8.0,Relatively New,2026.0,0,0,0,1,0,0,158
flat,signature global solera,sector 107,0.51,7906.98,3,2,2,9.0,Relatively New,717.0,0,0,0,0,1,0,15
flat,tulip violet,sector 69,2.0,9583.13,4,4,2,0.0,Relatively New,1889.0,0,0,0,0,0,0,157
flat,dlf the skycourt,sector 86,1.5,7894.74,3,3,1,16.0,Relatively New,1719.0,0,0,0,0,1,0,49
flat,sare homes,sector 92,0.8,5252.79,3,3,3,7.0,Relatively New,1692.0,1,0,0,0,0,1,80
house,independent,sector 28,0.7,8101.85,2,2,0,2.0,Old Property,864.0,0,0,0,0,0,0,7
flat,m3m heights,sector 65,2.5,13601.74,3,3,3,19.0,Under Construction,1654.0,0,0,0,0,0,0,48
house,independent,sector 2,2.95,15989.16,4,4,3+,2.0,Old Property,1845.0,0,0,0,0,0,0,27
flat,suposhaa smartworld orchard,sector 61,2.25,14525.5,3,3,2,3.0,Under Construction,1721.0,0,0,0,0,0,0,0
flat,emaar mgf the enclave,sector 66,1.9,10555.56,3,4,2,8.0,Relatively New,1850.0,0,1,0,0,0,1,174
house,vatika signature villas,sector 82,4.7,21759.26,3,3,3+,3.0,New Property,2160.0,0,1,0,0,0,0,33
flat,tarc maceo,sector 91,0.96,5411.5,2,2,3+,8.0,Moderately Old,1271.0,0,0,0,0,0,0,85
flat,puri diplomatic greens,sector 111,2.65,13589.74,3,4,2,7.0,Relatively New,2086.0,0,1,0,0,0,1,159
house,sector 14 rwa,sector 14,6.5,26000.0,5,5,0,4.0,Moderately Old,2500.0,0,0,0,0,0,0,0
flat,vatika city homes,sector 83,1.0,5747.13,3,3,2,2.0,Relatively New,1575.0,0,0,1,0,0,1,174
flat,signature global city 92,sector 92,0.78,7722.77,2,2,3,2.0,Under Construction,846.0,0,0,0,0,1,0,24
flat,tulip violet,sector 69,1.38,8972.69,3,3,1,12.0,Relatively New,1709.0,0,0,0,0,0,0,174
flat,aipl club residences,sector 70a,1.27,9776.75,2,2,3+,24.0,Relatively New,1449.0,0,0,0,0,1,1,113
flat,m3m merlin,sector 67,3.4,14419.0,3,4,3,15.0,Relatively New,2123.0,0,1,0,0,0,1,110
house,dlf gardencity enclave,sector 93,1.3,11284.72,3,2,1,3.0,Relatively New,1152.0,0,0,0,0,0,0,50
flat,la vida by tata housing,sector 113,1.65,10449.65,3,2,2,3.0,Relatively New,1420.0,0,0,0,0,0,0,49
flat,ats triumph,sector 104,2.63,9563.64,4,4,3+,21.0,Relatively New,2953.0,0,1,0,0,0,1,161
flat,dlf regal gardens,sector 90,1.25,8116.88,3,3,3,8.0,Relatively New,1640.0,0,0,0,1,0,0,158
flat,bptp terra,sector 37d,1.98,9036.97,3,3,3+,12.0,New Property,1983.0,1,0,0,0,0,1,49
flat,signature the serenas,sohna road,0.45,8474.58,2,2,1,10.0,New Property,590.0,0,0,0,0,0,0,23
house,independent,sector 9,0.6,10752.69,3,3,1,2.0,Relatively New,62.0,0,0,0,0,0,0,0
flat,shree vardhman victoria,sector 70,1.66,14248.93,3,5,3,8.0,Relatively New,1527.0,0,1,0,0,0,0,108
flat,prime habitat,sector 99a,0.27,6053.81,2,2,1,10.0,Relatively New,498.0,0,0,0,0,0,0,67
flat,gls arawali homes,sohna road,0.26,4513.89,2,2,2,5.0,New Property,640.0,0,0,0,0,0,0,78
flat,dlf the primus,sector 82a,1.85,10176.02,3,3,3,15.0,Moderately Old,1677.0,0,0,0,0,1,0,38
flat,bestech park view city,sector 48,1.8,10250.57,3,4,3,3.0,Moderately Old,1951.0,1,0,0,0,0,1,76
flat,shree vardhman victoria,sector 70,1.6,8205.13,3,5,3,6.0,Relatively New,2167.0,0,1,0,0,0,0,174
house,independent,sector 43,27.5,24366.47,6,7,3+,3.0,Relatively New,11286.0,1,1,0,1,1,1,42
flat,chd avenue,sector 71,1.1,6790.12,3,3,3,11.0,Relatively New,1466.0,0,0,0,0,1,0,72
flat,ats kocoon,sector 109,2.95,10350.88,4,4,3+,7.0,Relatively New,3150.0,0,1,1,0,0,1,158
flat,sobha city,sector 108,3.35,13267.33,3,4,2,19.0,New Property,2525.0,0,0,0,0,0,0,102
flat,alpha corp gurgaonone,sector 84,1.5,7641.37,3,3,3,20.0,Relatively New,1833.0,0,1,0,0,0,1,37
flat,signature the roselia,sector 95,0.45,7908.61,2,2,2,2.0,New Property,632.0,0,0,0,0,0,1,31
flat,hcbs sports ville,sohna road,0.2,4219.41,1,1,1,3.0,New Property,474.042156,0,0,0,0,0,0,71
flat,ramprastha the edge towers,sector 37d,0.8,5797.1,2,2,3,2.0,Relatively New,1300.0,0,0,0,0,0,0,78
flat,dlf regency park,sector 28,2.35,13224.54,3,4,3,8.0,Old Property,1700.0,0,1,0,0,0,1,109
flat,vatika india next,sector 82,0.8,6425.7,2,2,3,9.0,Relatively New,1383.0,0,0,0,0,0,0,0
flat,m3m merlin,sector 67,2.65,12945.77,3,3,3,0.0,Relatively New,2047.0,0,0,0,0,1,1,174
flat,puri diplomatic greens,sector 111,5.25,11666.67,4,6,3+,7.0,Relatively New,4072.0,0,1,0,0,0,1,134
house,independent,sector 23,1.2,6230.53,3,2,2,3.0,New Property,1500.0,0,0,0,0,0,1,79
flat,bestech park view grand spa,sector 81,2.3,8646.62,3,4,3+,7.0,Relatively New,2280.0,0,1,0,0,0,1,49
flat,m3m soulitude,sector 89,1.42,9978.92,3,3,2,3.0,New Property,1581.0,0,0,0,0,0,0,15
flat,gls arawali homes,sohna road,0.3,5291.01,2,2,2,10.0,Relatively New,516.0,0,0,0,0,0,0,42
house,independent,sector 57,4.7,21759.26,3,3,2,2.0,Old Property,2160.0,0,1,0,0,1,0,43
house,independent,sector 14,7.5,16600.27,3,3,2,1.0,Old Property,4518.0,1,1,0,1,0,1,27
flat,dlf the skycourt,sector 86,1.55,8031.09,3,3,1,12.0,Relatively New,1900.0,0,0,0,1,0,1,153
flat,sbtl caladium,sector 109,1.6,6286.84,3,3,3,9.0,Relatively New,2303.0,0,1,0,0,0,0,75
flat,breez global hill view,sohna road,0.3,5405.41,2,2,2,6.0,New Property,605.0,0,0,0,0,0,0,109
flat,dlf the ultima,sector 81,2.3,14375.0,3,4,3+,18.0,Relatively New,1854.0,0,1,0,0,0,2,174
flat,m3m merlin,sector 67,2.8,13678.55,3,3,3,5.0,Moderately Old,2047.0,0,1,0,0,0,2,26
house,independent,sector 46,2.2,24202.42,3,3,2,3.0,Old Property,101.0,0,0,1,0,0,1,56
flat,imperia elvedor,sector 37c,0.55,8221.23,1,1,0,5.0,Relatively New,669.0,0,0,0,0,0,0,0
flat,dlf the ultima,sector 81,2.21,10365.85,3,3,3+,3.0,Relatively New,1881.0,0,1,0,0,0,2,149
flat,paras dews,sector 106,1.5,6369.43,4,6,3+,11.0,Relatively New,1535.0,0,1,0,0,0,0,174
flat,godrej nature plus,sector 33,1.2,13363.03,2,2,0,11.0,Under Construction,85.0,0,0,0,0,0,0,56
flat,orris carnation residency,sector 85,1.1,6686.93,3,4,3,6.0,Moderately Old,1467.0,0,1,0,0,0,2,65
flat,corona optus,sector 37c,1.25,8928.57,3,3,3,2.0,Relatively New,1563.0,1,0,0,0,0,0,49
flat,aipl the peaceful homes,sector 70a,2.8,11914.89,3,4,3,22.0,Relatively New,2350.0,0,1,0,0,0,0,49
flat,shapoorji pallonji joyville gurugram,sector 102,1.05,11475.41,2,2,2,0.0,Under Construction,1017.0,0,0,0,0,0,0,49
flat,signature global solera,sector 107,0.28,5833.33,2,2,2,11.0,Relatively New,543.0,0,0,0,0,0,0,45
flat,antriksh heights,sector 84,0.92,5041.1,3,3,3,2.0,Relatively New,1652.0,1,0,0,1,0,0,67
flat,ats tourmaline,sector 109,1.75,10000.0,3,3,3,4.0,New Property,1466.0,0,0,0,0,0,0,31
flat,m3m capital,sector 113,2.51,14799.53,3,3,3+,2.0,Under Construction,1696.0,1,0,0,0,0,0,49
flat,smart world gems,sector 89,1.0,9009.01,2,2,3,3.0,New Property,1233.0,1,0,0,0,1,0,99
flat,pioneer park,sector 61,2.1,11666.67,3,3,3,15.0,Relatively New,1592.0,0,0,0,0,0,1,49
house,independent,sector 43,7.85,29074.07,9,9,3+,3.0,Relatively New,2700.0,1,1,0,1,1,2,49
flat,smart world gems,sector 89,1.0,9033.42,2,2,2,1.0,Under Construction,1230.0,1,0,0,0,0,0,38
flat,tata primanti,sector 72,5.0,11111.11,4,4,3+,2.0,Moderately Old,4500.0,1,1,0,1,1,1,174
flat,ramprastha city,dwarka expressway,1.3,9027.78,3,3,2,3.0,Under Construction,1303.0,0,0,0,0,0,0,0
flat,emaar mgf emerald floors premier,sector 65,2.35,16206.9,3,3,3,2.0,Relatively New,1500.0,1,1,0,0,0,1,64
flat,pivotal riddhi siddhi,sector 99,0.4,4444.44,2,2,2,9.0,New Property,733.0,0,0,0,0,0,0,60
flat,kamal residence,sohna road,0.4,7633.59,2,2,1,0.0,New Property,582.0,0,0,0,0,1,1,16
flat,m3m merlin,sector 67,3.5,14843.09,3,4,3+,15.0,Relatively New,2134.0,0,1,0,0,0,1,158
flat,eldeco accolade,sector 33,1.2,8042.9,2,2,2,0.0,New Property,1492.0,1,0,0,0,0,0,55
flat,tulip violet,sector 69,1.43,8887.51,3,3,2,1.0,Relatively New,1455.0,0,0,0,1,0,0,86
house,sector 15 part 2 rwa,sector 15,10.0,22222.22,5,5,2,2.0,Old Property,4500.0,0,0,0,0,0,0,49
flat,smart world gems,sector 89,0.95,8903.47,2,2,2,1.0,Under Construction,804.0,1,0,0,0,0,0,122
flat,tulip violet,sector 69,1.2,10909.09,2,3,0,0.0,Relatively New,1100.0,0,0,0,0,0,0,54
flat,signature global solera,sector 107,0.6,8000.0,3,2,2,8.0,Relatively New,750.0,0,0,0,0,0,0,55
flat,mvn athens,sohna road,0.25,5186.72,2,2,1,3.0,Relatively New,535.0,0,0,0,0,0,0,51
house,independent,sector 9,0.35,9722.22,2,2,1,2.0,Old Property,40.0,0,0,0,0,0,0,0
flat,vatika emilia floors,sector 83,0.65,6190.48,2,2,2,1.0,Relatively New,950.0,0,0,0,0,0,1,174
